"ID";"RowGuid";"Name";"Parent_ID";"AccountType_ID";"AccountNumber";"CustomerNumber";"AddressId";"Description";"PathByName";"OptimisticLockField";"CreateUser";"CreateTime";"UpdateUser";"UpdateTime";"FullName";"PathName";"Inactive";"Locked";"ResponsiblePerson_ID";"InvoiceAccount_ID";"KeyAccountManager_ID";"Salesperson_ID"
"1174";"ffd2a236-0067-4cf0-9220-9c207bc84c5f";"DACHSER - Hamburg";"2";"TK";"41806-TK";"41806";"43237";"<p>European Logistik / Food Logistik - 11895</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA004</strong></h2>";"$:TK:DaCHSER Hamburg";"19";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\losch";"19.11.2019 15:44:13";"DACHSER SE Logistikzentrum Hamburg - Hamburg";"DaCHSER Hamburg";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\Wolting"
"1199";"9eec9c00-1092-4b9b-9774-64ec2fe11678";"Meyer Quick Service Logistics - Taucha";"2";"TK";"54293-TK";"54293";"25484";"VK.: vdn Peu-L 0,19 &euro; KB.: BBo";"$:TK:Meyer Quick Service Logistics";"7";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"30.06.2017 08:17:43";"Meyer Quick Service Logistics GmbH & Co. KG  - Taucha";"Meyer Quick Service Logistics";"False";"False";"DPL-SOEST\frielinghaus";"";"DPL-SOEST\Bock";"DPL-SOEST\Noortgate"
"1215";"22902080-68b8-4416-b96d-9c987d7c066d";"Peter Müller - Eiselfing";"2";"TK";"53377-TK";"53377";"54129";"- VK.: CSc / BBock neue Vereinbarung: 01.12.2014 Feu2=0,00";"$:TK:Peter Müller";"3";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kemper";"22.05.2019 15:52:50";"Peter Müller GmbH  - Eiselfing";"Peter Müller";"False";"False";"DPL-SOEST\zubkova";"";"DPL-SOEST\Bock";"DPL-SOEST\Schroeter"
"1244";"9d185c88-09ae-4508-847d-6b7e35604e4e";"Friedrich A. Kruse jun. - Brunsbüttel";"2";"TK";"42162-TK";"42162";"43677";"SB.: vdn Auftrag vom 30.12.2010 Preise Neu ab 23.9.11 Bitte die Vorgangsnr. von Kruse auf unseren RE&acute;s vermerken Konto 5666 SB.: KEu";"$:TK:Brunsbüttel";"3";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Eulentrop";"19.03.2015 10:31:02";"Friedrich A. Kruse jun. Internationale Spedition e.K. - Brunsbüttel";"Brunsbüttel";"False";"False";"DPL-SOEST\Becker";"";"DPL-SOEST\Eulentrop";"DPL-SOEST\Noortgate"
"1265";"ba03e9fc-c9c1-4bd9-a668-90ed25925a32";"DACHSER - Bremen (European)";"2";"TK";"42394-TK";"42394";"47029";"<p>European Logistics / Food Logistics - Kd.- Nr.: 11897 </p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA021</strong></h2>";"$:TK:Dachser Bremen";"17";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:09:17";"DACHSER SE Niederlassung Bremen - Bremen";"Dachser Bremen";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"1290";"1f196c3a-d1a5-441f-9f07-1e8bee7b35b8";"Fripa Papierfabrik Albert Friedrich - Miltenberg";"2";"TK";"31803-TK";"31803";"21186";"<p>Peu-L=0,19 Vereinbarung 07.07.2010 Volumen 2000EP - lt. E-Mail v. 30.07.10 - 2.W EU fHa = 1,19 &euro;/EU Miltenberg - KLa. Defekte EP nur Kto. belasten</p><p>Ab 01.01.2016 neue Kond. gem. Email Hr Gerasch 03.12.2015</p><p>grdstzl. Staffelpreis &euro; 0,02 Erh&ouml;hung 25.0000&lt; &gt;50.000&nbsp;&euro; 0,02 Reduktion</p><p>Aldi S&uuml;d-OPGs &uuml;ber DD-Paletten d&uuml;rfen ins Konto eingebucht werden.&nbsp;</p><h2><span style=""color:#ff0033;""><strong>Bitte den Palettenschein zur Rechnung hinzuf&uuml;gen (OPG&acute;s)&nbsp;</strong></span></h2>";"$:TK:Fripa Papierfabrik Albert Friedrich";"10";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Kelbert";"27.11.2018 12:54:40";"Fripa Papierfabrik Albert Friedrich KG  - Miltenberg";"Fripa Papierfabrik Albert Friedrich";"False";"False";"DPL-SOEST\losch";"";"DPL-SOEST\Revinsek";"DPL-SOEST\Gerasch"
"1318";"a3236004-2b4d-4c4e-a242-b15c4a58eb51";"Leipziger Logistik & Lagerhaus Südwest - Ettlingen";"2";"TK";"39306-TK";"39306";"21958";"<p>Konditionen siehe Leipzig 52939 nicht in Vorleistung gehen auch 100/132er Schritte SB: BBo VK: Mvdn/ROe TK- Konto!</p><p>&nbsp;</p><p><span style=""color:#ff0000;"">Depot-Annahmebelege bitte nur noch auf Unbekannt buchen!</span></p><p><span style=""background-color:#ff0000;"">ACHTUNG !!! 10.000 EUR m&uuml;ssen als GUTHABEN auf dem Konto bleiben !!! 05.07.2019 vdn</span></p>";"$:TK:Leipziger Logistik & Lagerhaus Südwest";"6";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Noortgate";"05.07.2019 08:49:12";"Leipziger Logistik & Lagerhaus Südwest GmbH  - Ettlingen";"Leipziger Logistik & Lagerhaus Südwest";"False";"False";"DPL-SOEST\kemper";"1375";"DPL-SOEST\Bock";"DPL-SOEST\Noortgate"
"1342";"f2c22df1-888d-44a4-8b54-b01b4ef9ec3c";"IPS - Bottrop";"2";"TK";"51621-TK";"51621";"22812";"REINES TAUSCHKONTO SB.: JRe / BBO";"$:TK:Bottrop";"41";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Hendrich";"19.11.2018 08:26:22";"IPS GmbH Internationaler Palettenservice - Bottrop";"Bottrop";"True";"True";"DPL-SOEST\Remken";"";"";""
"1375";"f29b384d-0ff9-4deb-a7fa-c37c253fc62f";"Leipziger Logistik & Lagerhaus - Leipzig";"2";"TK";"52939-TK";"52939";"24130";"<p>Vereinbarung: 21.06.2016 DD / 13.11.2017&nbsp;EP (Vol. 230T)</p><p>R&uuml;ckgabe FH 0,19&euro;</p><p>SB: BBo VK: Mvn </p><p>&nbsp;</p><p>Bei Miete werden die Konten 52939-TK ; 43619-TK und 39306-TK zusammen abgerechnet</p><p><span style=""background-color:#ff0000;"">ACHTUNG !!! 10.000 EUR m&uuml;ssen als GUTHABEN auf dem Konto bleiben !!! 05.07.2019 vdn</span></p>";"$:TK:Leipzig";"6";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Noortgate";"05.07.2019 08:48:39";"Leipziger Logistik & Lagerhaus GmbH Niederlassung Leipzig - Leipzig";"Leipzig";"False";"False";"DPL-SOEST\kemper";"";"DPL-SOEST\Bock";"DPL-SOEST\Noortgate"
"1405";"213ace8d-d7e0-486b-9f68-23209d1a27bb";"Kaufland Logistik  - Neckarsulm";"2";"TK";"36324-TK";"36324";"78703";"<p>Zusammenlegung der Unterkonten mit dem Hauptkonto 36324 ab dem 1.4.18 - H.Fliege/jsc</p><p><strong>Kaufland Reparaturauftr&auml;ge nach R&uuml;cksprache mit Herrn Hammel unbearbeitet zur&uuml;ck schicken (jsc)</strong></p>";"$:TK:Neckarsulm";"10";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Lange";"07.01.2020 11:24:44";"Kaufland Logistik VZ GmbH & Co.KG  - Neckarsulm";"Neckarsulm";"False";"False";"DPL-SOEST\Schulz";"";"DPL-SOEST\Lange";"DPL-SOEST\Fliege"
"1505";"b10b5375-eb35-4641-a757-71500361e8ff";"Intersnack Knabber-Gebäck - Köln";"2";"TK";"54519-TK";"54519";"25710";"<p>Vereinbarung 1.050.000 St&uuml;ck 2018-19 / VK: CSc</p><p><span style=""color:#ff0000;"">Sammelrechnungen!! MIT WERKSANGABE und&nbsp;</span></p><p><span style=""color:#ff0000;""><del></del></span><del>PO Nummer 4500584317 (2018)</del><span style=""color:#000000;""></span>&nbsp;</p><p>PO Nummer: 4500603922 (2019) - alle Standorte</p><p>PO Nummer: 4500608227 (2019) - Spreeback&nbsp;</p><p><strong></strong><span style=""background-color:#ffffff;color:#ff0000;""><strong>Wenn Einreichungen gebucht werden, muss immer eine Best&auml;tigungsmail an Herrn Lechner &amp; in CC der Einreicher geschrieben werden.</strong></span></p>";"$:TK:Intersnack Knabber-Gebäck";"25";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\melcher";"02.10.2019 08:26:55";"Intersnack Knabber-Gebäck GmbH & Co. KG - Köln";"Intersnack Knabber-Gebäck";"False";"False";"DPL-SOEST\melcher";"";"DPL-SOEST\Bock";"DPL-SOEST\Schroeter"
"1625";"d25a841b-afe6-4d47-9fa7-80a2620646e5";"Migros Genossenschaft - Basel-Münchenstein";"8111";"OV";"41241-OV-ALT";"41241";"40313";"ehem. TK";"$:TK:OV:Migros Genossenschaft";"5";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Hendrich";"16.07.2018 15:45:25";"Migros Genossenschaft Frau Chantal Handouche - Basel-Münchenstein";"Migros Genossenschaft";"True";"True";"DPL-SOEST\klein";"";"";""
"1679";"88d06513-df1c-4bd7-82e1-4d98cecaa78e";"REWE Markt - Breuna";"8111";"OV";"30597-OV-ALT";"30597";"20702";"<h2><span style=""color:#000000;background-color:#ff0099;""><strong>Defektquote bei DD: 15%&nbsp;</strong></span></h2><p>Nicht mehr in dieses Konto buchen - es gibt jetzt ein HZL Konto f&uuml;r Rewe Breuna (jsc)</p>";"$:TK:OV:Breuna";"13";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Schulz";"19.04.2018 10:14:38";"REWE Markt GmbH Hr. Karsten Rumpf - Breuna";"Breuna";"True";"True";"DPL-SOEST\klein";"";"DPL-SOEST\steinmark";"DPL-SOEST\Wenke"
"1688";"52c7a828-7a5c-4eb7-9f07-8e997eecac8e";"Assmann Logistik - Golßen";"2";"TK";"51626-TK";"51626";"22817";"<p>Vereinb. v. 30.10.2018 / Vol.: 75.000 EUR in 12 Mo. / VK.: MVdN / KB.: AVo</p><p>R&uuml;ckgabeoption: k&ouml;rperliche R&uuml;ckgabe in ganzen LKW-Ladungen. Anlieferung von Paletten durch den Auftraggeber an abgestimmten Destinationen in kompletten LKW-Ladungen gem&auml;&szlig; Punkt 3.2. Komplette LKW-Ladungen (mind. 1.000 Paletten) = 0,19 &euro;/Palette!</p><div><p>Preisanpassungen:</p><div>&euro; 0,45 bis zum 31.12.2018</div><div>&euro; 0,53 ab 01.01.2019</div><div>&euro;0,57 ab 01.01.2020</div><div>&euro; 0,59 ab 01.01.2021</div></div><div></div>";"$:TK:Assmann Logistik";"11";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"18.01.2019 11:11:21";"Assmann Logistik GmbH  - Golßen";"Assmann Logistik";"False";"False";"DPL-SOEST\moor";"";"DPL-SOEST\vogelsang";"DPL-SOEST\Noortgate"
"1721";"48f63348-c639-43c7-a340-8dd2162d6274";"DACHSER - Köln";"2";"TK";"43708-TK";"43708";"59353";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA005</strong></h2>";"$:TK:Dachser Köln";"14";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:07:51";"Dachser SE Logistikzentrum Köln - Köln";"Dachser Köln";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"1753";"d61691f2-a56a-4104-b1da-b865759a71af";"DACHSER - Rottenburg";"2";"TK";"31936-TK";"31936";"21225";"<p>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p><h2><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;""><strong>DA106</strong></span></h2>";"$:TK:Dachser Rottenburg";"18";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:14:44";"Dachser SE Niederlassung Rottenburg - Rottenburg-Ergenzingen";"Dachser Rottenburg";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"1838";"9fdfa8a2-a63e-47e8-92c0-b824494a9c07";"DACHSER - Öhringen";"2";"TK";"43992-TK";"43992";"62590";"<p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder DACHSER eigenst&auml;ndig!</span></p><p>Gem. E-Mail v. 13.01.16 d. Herrn Rodloff (DPL) an Herrn Miller (DACHSER): befristete Aussetzung der seit dem 01.01.16 in Kraft getretenen Pooling-Preise, bei Neubestellungen, im Zeitrum 18.01.16 bis 29.02.16 = 2B-EUR-Palette, ab Lager:&nbsp;<del>0,45 &euro;/EUR</del>&nbsp;/ 0,38 &euro;/EUR!</p><p>Gem. E-Mail v. 05.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>Gem. E-Mail v. 13.10.15 d. Herrn Wolting (DPL) an Herrn J&auml;ger (DACHSER)</p><p>KB.: JK&auml;</p><p><del>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</del></p><h2><strong>DA105</strong></h2>";"$:TK:Dachser Öhringen";"14";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:11:26";"DACHSER SE Niederlassung Öhringen - Öhringen";"Dachser Öhringen";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"1857";"be223523-d370-452a-ab5c-31bdcc4d5142";"FIEGE Relog - Münster";"2";"TK";"44035-TK";"44035";"63138";"<p>neue VB 22.07.14 alte VB ab: 10.09.2012 VK: MvDn SB: RR (bemuttert DD EU nur buchen nicht berechnen)</p><p>Bei Buchungen muss der Ort der Ladestelle mit rein.</p><p>W&ouml;chentliche Sammel-Rechnung mit Abzug der Defekten als -Menge</p><p>Rechnungen per Mail an Herrn Kuberek</p><p><strong style=""font-size:11.9999990463257px;""><span style=""color:#ff0000;"">RE auf das aktuelle Datum</span></strong></p><p><strong style=""font-size:11.9999990463257px;""><span style=""color:#ff0000;""></span></strong><strong style=""font-size:11.9999990463257px;""><span style=""color:#ff0000;"">Kaufland Repa Belege k&ouml;nnen ohne nachzufragen gebucht und abgerechnet werden. </span></strong></p><p><span style=""color:#6666cc;""></span><span style=""font-size:12px;color:#6666ff;""></span></p><p>&nbsp;</p><p>&nbsp;</p>";"$:TK:FIEGE Relog";"13";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Kelbert";"04.12.2019 11:19:08";"FIEGE Relog GmbH Herr Lippert-Dölling - Münster";"FIEGE Relog";"False";"False";"DPL-SOEST\kolodziej";"";"DPL-SOEST\Revinsek";"DPL-SOEST\Wolting"
"1976";"b341184c-fd1d-4583-8ee8-450fc46a2b78";"TSU Jens Bode - Bützow";"2";"TK";"43631-TK";"43631";"58426";"<p>Vereinb. v. 21.09.18 / Vol.: 30.000 EUR / VK.: ATr / KB.: JK&auml;</p><p>R&uuml;ckgabem&ouml;glichkeiten: Ladungsweise Anlieferung von gebraucht/tauschf&auml;higen Euro-Paletten an einer mit DPL abgestimmten Destination, bundesweit. Aufpreis: &euro; 0,19/EUR-Palette!</p><p>Unterkonto KBL = 5897!&nbsp;</p><p>Miete: Haupt und Unterkonto werden miteinander verrechnet</p><p>DPL-Pooling-Konto - laufend ein Guthaben von 20% des vereinbarten Jahresauftragsvolumens (6.000 EUR)</p><p>DPL-Pooling-Konto - maximaler Saldo in H&ouml;he von 30% des Auftragsvolumens (9.000 EUR)</p><p><del>Vereinb. v. 09.10.13 - VK.: ATr. Vol.: 5.000 EUR in 12 Mo. SB.: JK&auml;</del></p>";"$:TK:Bützow";"7";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Kaese";"09.02.2019 12:52:21";"TSU Jens Bode Transport- & Speditionsunternehmen - Bützow";"Bützow";"False";"False";"DPL-SOEST\Kaergel";"";"DPL-SOEST\Kaese";"DPL-SOEST\Noortgate"
"2221";"6c215f9f-ecc0-4759-b152-de73e949307a";"DACHSER - Hörsching";"2";"TK";"42653-TK";"42653";"49413";"<p>ehem TK</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p>";"$:TK:Dachser Hörsching";"15";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kemper";"26.02.2019 08:52:07";"DACHSER-Austria Gesellschaft m.b.H. Logistikzentrum Linz - Hörsching";"Dachser Hörsching";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\Wolting"
"2323";"ada9a432-07bf-43f3-a7a2-80c30f8c85c5";"CTJ Janssen - Grevenbroich";"2";"TK";"51985-TK";"51985";"23176";"<p>Vereinb. v. 02.06.16 / VK.: PWo / Vol.: 3.000 DD in 12 Mo. / KB.: AVo</p><p>R&uuml;ckgabem&ouml;glichkeit: Ladungsweise Anlieferung von gebraucht/tauschf&auml;higen D&uuml;sseldorfer- Paletten an einer mit DPL abgestimmten Destination, bundesweit. Aufpreis: 0,19 &euro;/Palette!</p><p>Vereinb. v. 18.12.13 / VK.: PWo / Vol.: 12.000 EUR in 12 Mo. R&uuml;ckverg&uuml;tung bei Mehrmenge! KB.: JK&auml;</p><p><del>Gem. E-Mail v. 20.08.15 an Herrn Kudu = Einreichung OPG = 0,35 &euro;/DD!</del></p>";"$:TK:Grevenbroich";"11";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kemper";"07.01.2020 14:22:49";"CTJ Janssen GmbH Transport & Logistik - Grevenbroich";"Grevenbroich";"False";"False";"DPL-SOEST\kaminska";"";"DPL-SOEST\vogelsang";"DPL-SOEST\hartmann"
"2348";"b1014b2b-332f-43a3-b590-8607d20052d0";"Hellmann Worldwide Logistics - Polch";"2";"TK";"52806-TK";"52806";"23997";"<p>-&gt;VB EU ersetzt durch VB vom 25.06.18 Wolting (VB EU Paletten: 19.12.2013) </p><p>VB zu DD (2000St. (erledigt)): 04.02.2016 </p><p>ldgs.weise Anlieferung DD Pal. in DPL Destination Abstimmung &euro; 0,19/St<br /></p><p>&nbsp;</p>";"$:TK:Polch";"11";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Revinsek";"16.05.2019 09:17:43";"Hellmann Worldwide Logistics GmbH & Co. KG - Polch";"Polch";"False";"False";"DPL-SOEST\moor";"";"DPL-SOEST\Revinsek";"DPL-SOEST\Wolting"
"2363";"b93e2c1d-efc7-4c2f-827b-f885ecf2f391";"Polar Trans - Berlin";"2";"TK";"53311-TK";"53311";"24502";"Vereinb. v. 24.01.14 Vol. 12.000 EU / 12 Mon. VK: PWo / SB: MUh";"$:TK:Berlin";"4";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Lifungula";"23.01.2019 09:49:48";"Polar Trans GmbH Nah- und Fernverkehr - Berlin";"Berlin";"False";"False";"DPL-SOEST\Brunstein";"";"DPL-SOEST\Uhlenbrock";"DPL-SOEST\Wolting"
"2609";"1b718fe2-14d2-4569-9d43-4c715b1ae174";"Jörg Großkop Kühltransporte - Rinteln";"2";"TK";"42254-TK";"42254";"45541";"Umbuchung: 1-10 Paletten = 10&euro; // 11-50 Paletten = 25&euro; // 51-99 Paletten = 40&euro;";"$:TK:Jörg Großkop Kühltransporte";"9";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Kelbert";"04.12.2019 11:25:08";"Jörg Großkop Kühltransporte Nationale u. Internationale Transporte - Rinteln";"Jörg Großkop Kühltransporte";"False";"False";"DPL-SOEST\kolodziej";"";"DPL-SOEST\Revinsek";"DPL-SOEST\Wolting"
"2630";"025ddcd9-9f1c-4636-96fa-82cd0a995718";"Hans Luy - Föhren";"2";"TK";"53094-TK";"53094";"24285";"<p><strong><span style=""color:#ff0000;"">ACHTUNG: </span></strong></p><p><strong><span style=""color:#ff0000;"">Limit wurde gestrichen von Coface - daher nur auf Guthabenbasis Pal. rausgeben und Pr&uuml;fung der OP- wenn noch Rg offen R&uuml;cksprache halten! /04.11.2019 AT</span></strong></p><p>&nbsp;</p><p>VB EUR 10/2019 20.000 EUR p.a. - Limit 20T&euro; vorhanden/ AT</p><p>DD Vereinbarung: 2T DD &nbsp;(10/2015-12/2017)</p>";"$:TK:Hans Luy";"7";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Trojan";"04.11.2019 14:34:50";"Hans Luy Transporte u. Spedition GmbH & Co. - Föhren";"Hans Luy";"False";"False";"DPL-SOEST\Kaergel";"";"DPL-SOEST\Bock";"DPL-SOEST\Trojan"
"2676";"2c24ed17-3c08-4733-854f-b25c81e31226";"DACHSER - Koblenz";"2";"TK";"44083-TK";"44083";"63640";"<p>Dachser- Konto: 486/08005338 Food Logistics - 44083 European Logistics - 11842 Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p><h2><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;""><strong>DA486</strong></span></h2>";"$:TK:Koblenz";"17";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\kleefeldt";"10.01.2019 16:12:53";"DACHSER SE Niederlassung Koblenz - Koblenz";"Koblenz";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"2677";"1cdd38c7-a602-4aa6-b861-5feef6cf09af";"DACHSER - Erlensee";"2";"TK";"44249-TK";"44249";"65208";"<p>Gem. E-Mail v. 02.03.12 VK.: ROe u. ATr SB.: JK&auml; / BBo</p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">seit dem 01.01.16 ist jeder Dachser eigenst&auml;ndig</span></p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">&nbsp;</span></p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">Lt. Telefonat mit Herrn Herhold von Dachser vom 24.09.19 wird dieses Konto wieder genutzt werden. /SKE</span></p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">&nbsp;</span></p><p><span style=""color:#003f59;font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:#ffffff;"">BST 103</span></p>";"$:TK:Erlensee";"18";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Brunstein";"06.01.2020 09:27:34";"DACHSER SE Logistikzentrum Frankfurt Ost - Erlensee";"Erlensee";"False";"False";"DPL-SOEST\losch";"6862";"DPL-SOEST\Kaese";"DPL-SOEST\hartmann"
"2797";"49255786-983d-4bb7-839c-8f3cdfaac667";"ZT Transportlogistik- und - Gornau";"7543";"DIS";"52398-DIS";"52398";"23589";"";"$:DIS:ZT Transportlogistik- und";"3";"DPL-SOEST\LAMA_Service";"23.01.2015 22:43:06";"DPL-SOEST\Wietfeld";"07.05.2015 11:58:43";"ZT Transportlogistik- und Speditionsgesellschaft mbH - Gornau";"ZT Transportlogistik- und";"False";"False";"DPL-SOEST\Schwarz";"";"DPL-SOEST\Schwarz";"DPL-SOEST\Noortgate"
