Id,RefLmsAddressNumber,Lat,Lng,Street1,PostalCode,City,CountryId
1284,31539,51.24691,13.51481,Priestewitzer Str. 20,01561,Priestewitz-Stauda,1
1285,31544,53.060327,8.535578,Am Rennfeuer 7,27777,Ganderkesee,1
1286,31551,51.8887846,8.9567857,Industriestr. 40,32805,Horn - Bad Meinberg,1
1287,31552,51.5768,8.719759999999999,Otto-Lilienthal-Str. 5-7,33181,Bad Wünnenberg,1
1288,31570,51.5788832,8.210689799999999,Flugplatz,59505,Bad Sassendorf,1
1289,31579,49.98346,10.55256,Steinbruch 4,97478,Knetzgau,1
1290,31584,51.22239,9.699300100000002,Einsteinstraße 6,37235,Hessisch-Lichtenau,1
1291,31587,48.9994199,12.1469203,Robert-Bosch-Str. 10,93055,Regensburg,1
1292,31592,49.11372,12.1118001,Regendorfer Straße 80,93128,Regenstauf,1
1293,31602,53.49610999999999,10.11932,Billwerder Ring 12,21035,Hamburg,1
1294,31604,48.69442,10.16639,Wilhelm-Kentner-Str. 1,89520,Heidenheim,1
1295,31611,52.2265036,13.3153884,Dorfstraße 37 / Gewerbegebiet,15806,Nunsdorf,1
1296,31625,53.0566004,8.7952464,Paul-Feller-Str. 25,27243,Groß Ippener,1
1297,31628,51.23392,13.19782,Stauchaer Str. 1,04758,Hof,1
1298,31633,53.8550876,10.6319399,Herrenholz 6,23556,Lübeck,1
1299,31634,51.7554224,11.544746,Insel 46,06449,Aschersleben,1
1300,31635,53.5175257,10.0039561,Stenzelring 22,21107,Hamburg,1
1301,31646,52.7564211,13.001943,Am Elsholz 2,16766,Kremmen,1
1302,31660,54.06689,9.97306,Wrangelstraße 10-12,24539,Neumünster,1
1303,31663,48.69779,10.90792,Donauwörther Str. 50,86641,Rain am Lech,1
1304,31676,50.0709448,8.244389,Im Hauptbahnhof,65187,Wiesbaden,1
1305,31677,52.2627466,10.5189053,Poststraße 13,38100,Braunschweig,1
1306,31687,49.049389,12.9808981,Felburger Str. 3,94244,Geiersthal,1
1307,31689,51.51053,7.62235,Natroper Str. 28,59439,Holzwickede,1
1308,31698,52.1470876,8.4608469,Industriezentrum 73,32139,Spenge,1
1309,31699,49.18369,7.04026,Rosenstr. 1,66129,Saarbrücken-Bübingen,1
1310,31700,49.81805,8.682975899999999,An der Papiermühle 2,64367,Mühltal,1
1311,31701,51.98958,8.494439999999999,Graphia Str. 1,33649,Bielefeld,1
1312,31703,52.49167,13.7800801,Tasdorf-Süd 15,15562,Rüdersdorf,1
1313,31704,49.7272772,8.6072569,Am Falltor 3,64673,Zwingenberg,1
1314,31706,52.2438493,7.7391757,Lengericher Str. 158,49479,Ibbenbüren,1
1315,31707,51.98572,7.264220000000001,Josef-Suwelack-Straße 1,48727,Billerbeck,1
1316,31708,50.02448,8.267199999999999,Wiesbadener Str. 91-97,55252,Mainz-Kastel,1
1317,31728,47.55307120000001,9.7124337,Heuriedweg 20,88131,Lindau,1
1318,31730,50.8393923,12.5297889,Nicolaus-Otto-Str. 13,08371,Glauchau,1
1319,31731,50.0422,8.67898,Siemensstr. 22,63263,Neu-Isenburg,1
1320,31737,50.783272,6.0727148,Kühlwetterstr. 41,52072,Aachen,1
1321,31741,53.38012999999999,11.62455,An der Autobahn 6,19306,Neustadt -Glewe,1
1322,31742,52.09003999999999,8.50325,Waldstrasse 65,33739,Bielefeld,1
1323,31748,53.12041,8.74919,Louis-Krages-Str. 22,28237,Bremen,1
1324,31752,52.17294649999999,11.6685043,Saale Str. 35a,39126,Magdeburg,1
1325,31755,51.862938,14.40553,Am Bahnhof 5,03185,Peitz,1
1326,31760,51.6431187,7.783757599999999,Weetfelder Str. 85,59077,Hamm,1
1327,31761,53.5171272,10.0033675,Stenzelring 24,21107,Hamburg,1
1328,31762,50.9293507,13.3294641,Leipziger Str. 48,09599,Freiberg,1
1329,31776,50.06862,8.3879,Nassaustr. 17d,65719,Hofheim,1
1330,31781,50.219654,8.618552,Horexstr. 1,61352,Bad Homburg,1
1331,31785,52.30601,8.957419999999999,Hans-Böckler-Str. 28,32423,Minden,1
1332,31790,48.1974631,11.6033216,Maria-Probst-Str. 47,80939,München,1
1333,31795,52.25245,11.8858,Lindenallee 30,39288,Burg,1
1334,31797,46.61612849999999,10.8440151,Industriezone 1c,39021,Latsch,9
1335,31802,49.3001584,9.959408,Am Buchberg 8,74572,Blaufelden,1
1336,31803,49.7069025,9.2432543,Großheubacher Str. 4,63897,Miltenberg,1
1337,31804,50.84716,9.72839,Blaue Liede 14,36282,Hauneck-Unterhaun,1
1338,31806,47.2726143,11.4769897,Schlöglstr. 59,6060,Hall in Tirol,3
1339,31809,52.32794999999999,13.89381,Am Winkel 7,15528,Spreenhagen,1
1340,31810,52.05866,11.45587,J.-W.-v.-Goethe Str. 18,39164,Wanzleben,1
1341,31812,51.7255,10.26678,Abgunst 24,37520,Osterode,1
1342,31817,49.7152656,9.2341978,Industriestr. 28,63920,Großheubach,1
1343,31826,53.24110659999999,7.508914,Buschfenne 3,26789,Leer-Loga,1
1344,31828,51.23464999999999,6.32308,Metallstr. 20,41747,Viersen,1
1345,31830,53.6296346,9.8824136,Siemens Str. 20,25462,Rellingen,1
1346,31834,52.51244639999999,13.652201,Carenaallee 1,15366,Dahlwitz - Hoppegarten,1
1347,31843,53.8893707,10.7744722,Mecklenburger Str. 202,23568,Lübeck,1
1348,31844,52.4425782,9.7036829,Bayernstraße 11,30853,Langenhagen,1
1349,31845,52.4519613,13.4594191,Späthstr. 31-32,12359,Berlin,1
1350,31847,52.47784189999999,13.5130909,Sadowastr. 5,10318,Berlin,1
1351,31858,50.5445003,9.731598,Haunestr. 1,36093,Künzell,1
1352,31861,49.300759,8.9132135,Neidensteiner Str. 51,74915,Waibstadt,1
1353,31870,50.9762761,11.0858459,Linderbacher Weg,99198,Linderbach,1
1354,31873,51.67515,7.77133,Hafenstraße 119,59067,Hamm,1
1355,31875,50.780882,7.265761,Reutherstr. 40,53773,Hennef,1
1356,31876,53.619827,10.1562133,Bargkoppelweg 50,22145,Hamburg/Rahlstedt,1
1357,31877,51.5617577,7.7041854,Formerstr. 6,59425,Unna,1
1358,31878,51.3571168,7.373759099999999,An der Knorr Bremse 6,58300,Wetter,1
1359,31879,49.6975006,10.2540678,Am Bahnhof 7,97346,Iphofen,1
1360,31880,47.92739,11.89554,Lauser Str. 1,83620,Großhöhenrainer,1
1361,31883,50.9744367,11.0883394,Linderbacher Weg 32,99099,Erfurt,1
1362,31887,53.50621,8.58719,Grönlandstr. 6,27572,Bremerhaven,1
1363,31893,49.18079789999999,9.1149643,Gartachgaustr. 2,74078,Heilbronn,1
1364,31894,52.1104484,13.6843088,Teupitzer Str. 16,15757,Halbe,1
1365,31895,47.9040521,9.877003499999999,Glashüttenweg 11,88410,Bad Wurzach,1
1366,31904,50.82316609999999,8.0824236,Essener Str. 12-16,57234,Wilnsdorf,1
1367,31906,48.965362,9.269419899999999,Autenbachstr 17,71711,Steinheim/Murr,1
1368,31911,49.422978,11.069551,Nimrodstrasse 22,90441,Nürnberg,1
1369,31913,51.2118871,6.708959699999999,Tilsiter Str. 11,41460,Neuss,1
1370,31925,52.4131045,9.4558339,Albert-Einstein-Str. 2,31515,Wunstorf,1
1371,31926,52.46671,9.22341,Bahndamm 4,31547,Rehburg-Loccum,1
1372,31928,49.6779965,10.0324047,Gervaisstr. 2,97199,Ochsenfurt,1
1373,31930,49.1601042,12.1015275,Industriepark Ponholz 1,93142,Maxhütte-Haidhof,1
1374,31931,48.4664963,7.921564800000001,Wichernstr. 30,77656,Offenburg,1
1375,31933,49.19059,12.39494,Abtsried 8,93194,Walderbach,1
1376,31935,51.3965515,7.174329500000001,Eickener Str. 41,45525,Hattingen,1
1377,31936,48.5044861,8.8254035,Thomas-Dachser-Straße 1,72108,Rottenburg-Ergenzingen,1
1378,31937,54.3129921,10.0977228,Mühlendamm 1,24145,Kiel,1
1379,31941,52.97358000000001,9.8186301,Am Hornberg 6,29614,Soltau,1
1380,31948,48.4012111,11.0879129,Carl-von-Linde-Str. 3,86551,Aichach,1
1381,31951,48.4752853,8.7402781,Daimlerstr. 10,72184,Eutingen im Gäu,1
1382,31952,53.27899,10.41916,Vrestorfer Weg 3,21339,Lüneburg,1
1383,31954,49.51245000000001,8.45726,Friesenheimer Str. 14,68169,Mannheim,1
1384,31958,48.30892550000001,10.6536351,Zollerstr. 7,86850,Fischach- Aretsried,1
1385,31961,51.38008,7.08807,Deilbachtal 63,45257,Essen-Kupferdreh,1
1386,31965,50.81891450000001,12.4031675,Glauchauer Straße,08451,Crimmitschau,1
1387,31966,48.0385773,11.6580602,Zusestraße 6,85649,Brunnthal,1
1388,31971,49.9632015,7.117068499999999,Gewerbegebiet Mont Royal,56841,Traben-Trabach,1
1389,31973,51.1071628,14.6653507,Nordstraße 1,02708,Löbau,1
1390,31974,51.1306877,13.568883,Industriestr. 24-26,01640,Coswig,1
1391,31977,50.2799732,11.9474708,Badstraße 1,95182,Döhlau,1
1392,31993,53.2498236,8.815563299999999,Unter den Linden 41,27711,Osterholz- Scharmbeck,1
1393,31997,51.43880979999999,7.7922454,Papenhausen Str. 12,58706,Menden,1
1394,31999,52.36078,13.1158501,Am Buchhorst 40,14478,Potsdam,1
1395,32193,52.2469865,9.8519033,Am Teinkamp 7,31157,Sarstedt,1
1396,32213,51.511105,9.0041968,Hermann-Scipio-Str. 15,34474,Diemelstadt-Wrexen,1
1397,32222,51.02964,11.0048,Alte Mittelhäuser Str. 11,99091,Erfurt,1
1398,32229,51.37968000000001,7.52954,Dolomitstr. 20,58099,Hagen,1
1399,32238,50.9211104,9.2217752,An der Feuerwache 20,34613,Schwalmstadt,1
1400,32292,52.7055893,7.284724400000001,Schützenhof 40 - 56,49716,Meppen,1
1401,32299,54.0404045,9.982077700000001,Herbert- Voigt -Str. 1,24539,Neumünster,1
1402,32311,48.0013062,10.1624668,Frauenhoferstr. 15,87700,Memmingen,1
1403,32337,53.03281,8.53692,Atlasstr. 7,27777,Ganderkesee,1
1404,32339,51.4025547,7.424994,Schillerstr. Tor 2,58313,Herdecke,1
1405,32355,51.91624900000001,8.615927899999999,Gottfried-Schenker-Str. 1,33758,Schloß Holte-Stukenbrock,1
1406,32356,51.81156,6.54439,Schlavenhorst 81,46395,Bocholt,1
1407,32366,52.41688,9.4693601,Adolf-Oesterheld-Str. 25-29,31515,Wunstorf,1
1408,32373,51.4387435,7.972309499999999,Bahnhofsstr. 205,59759,Arnsberg/Neheim-Hüsten,1
1409,32376,53.09473879999999,8.7033659,Ludwig-Erhard-Str. 57,28197,Bremen,1
1410,32379,54.15726249999999,9.8531782,An der Automeile 1,24589,Nortorf,1
1411,32381,51.64230999999999,8.50362,Ernst-von-Bayern-Str. 22,59590,Geseke,1
1412,32417,51.25125,8.39463,Zur Lermecke 3,57392,Schmallenberg-Bödefeld,1
1413,32444,49.4113814,11.0573175,Donaustraße,90451,Nürnberg/Eibach,1
1414,32456,54.8256366,9.3408641,Hermesvej 19 1,6330,Padborg,12
1415,32461,51.44513999999999,7.96664,Zur Alten Ruhr 4,59755,Arnsberg,1
1416,32469,51.2598336,7.756605,Schlesinger Str. 1,58791,Werdohl,1
1417,32505,49.99138,8.870400000000002,Behringstr. 2,63110,Rodgau- Niederroden,1
1418,32542,51.41948009999999,8.8101101,Unterm Klausknapp 5,34431,Marsberg- Giershagen,1
1419,32545,51.6687269,7.7695154,Kissinger Weg,59067,Hamm,1
1420,32552,48.8858471,8.3032063,Thomas-Dachser-Str. 1,76316,Malsch,1
1421,32555,48.9647959,8.3402082,Akazienweg 9,76287,Rheinstetten,1
1422,32556,50.98191,10.27942,Adam-Opel-Str. 99,99817,Eisenach,1
1423,32600,51.56495,8.30902,Dieselstr. 9,59609,Anröchte,1
1424,32629,50.7895,6.13612,Charlottenburger Allee 33,52068,Aachen,1
1425,32649,51.43115,7.958360099999999,Wiebelsheidestr. 25,59757,Arnsberg,1
1426,32660,51.7704572,7.923371299999999,Voltastr. 50,59229,Ahlen,1
1427,32665,51.7654422,7.908265099999999,Von-Achenbach-Str. 21-23,59229,Ahlen,1
1428,32684,52.31847,7.45844,Bonifatiusstr. 415,48432,Rheine,1
1429,32697,51.4072231,8.0699483,Zu den Werkstätten 27-42,59821,Arnsberg,1
1430,32707,49.4518953,8.5606589,Elsa-Brändström-Straße 2,68229,Mannheim,1
1431,32711,51.6472788,7.6742857,Industriestr. 10,59192,Bergkamen,1
1432,32728,50.92744,8.43567,Lahnuferstr. 1,57334,Bad Laasphe,1
1433,32731,47.74148,8.97953,Libellenweg 10,78315,Radolfzell,1
1434,32733,48.41763,10.86573,Welserstr. 6,86368,Gersthofen,1
1435,32737,51.0837302,6.626775299999999,Lise-Meitner-Str. 4,41515,Grevenbroich,1
1436,32738,50.87585,6.67378,Humboldtstr. 38-44,50171,Kerpen,1
1437,32740,51.1949039,6.4862356,Korschenbroicher Str. 605,41065,Mönchengladbach,1
1438,32757,52.04442,8.384079999999999,Kreisstr. 4-6,33790,Halle,1
1439,32758,53.56241,10.7774,Eickhoop 2,23899,Gudow,1
1440,32761,52.014623,8.5195261,Lutterstraße 14,33617,Bielefeld,1
1441,32766,51.886804,8.632073799999999,Teutoburger Weg 6-20,33758,Schloß-Holte,1
1442,32767,50.8512882,6.2319169,Mariadorfer Straße 1,52249,Eschweiler,1
1443,32768,52.107632,7.602629799999999,Up'n Nien-Esch 26-34,48268,Greven,1
1444,32778,52.3623,10.12297,Gewerbestr. 3 - 9,31275,Lehrte-Sievershausen,1
1445,32784,51.93616,8.089879999999999,Tich 40,48361,Beelen,1
1446,32803,51.83908,8.453249999999999,Langer Schemm 44,33397,Rietberg,1
1447,32814,48.1961,12.69129,Robert-Bosch-Str. 13,84556,Kastl,1
1448,32847,54.57627000000001,9.4724,Harkweg 1,24855,Bollingstedt,1
1449,32873,51.9594162,11.1210353,Westfeld 3,39397,Schwanebeck,1
1450,32888,51.6662538,8.5860211,Franz-Kleine-Str. 28,33154,Salzkotten,1
1451,32973,51.6258006,8.5058341,Schneidweg 37,59590,Geseke,1
1452,32981,50.89865,6.66149,Hüttenstr. 100-102,50170,Kerpen,1
1453,32989,53.5321,7.97913,Nordfrost-Ring 1,26419,Schortens,1
1454,33003,47.77686,10.32275,Kemptener Str. 17 - 24,87493,Lauben/Allgäu,1
1455,33006,47.7473965,10.301764,Thomas-Dachser-Str. 2,87439,Kempten,1
1456,33007,51.0430418,4.3666961,Schoondonkweg 13,2830,Willebroek,10
1457,33011,51.4872497,8.2489972,Udenstraße 38,59581,Warstein,1
1458,33013,50.1418711,8.792221,Gutenbergstr. 15,63477,Maintal,1
1459,33014,50.1354078,8.601274799999999,Guerickestr. 8,60488,Frankfurt-Rödelheim,1
1460,33015,47.4489921,9.0690539,Niederstettenstrasse 23,9536,Schwarzenbach,4
1461,33154,51.71451,8.581719999999999,Thüler Str. 102,33154,Salzkotten-Thüle,1
1462,33517,51.4404047,6.926965099999999,Geitlingstrasse 100,45472,Mülheim,1
1463,33528,51.5747072,8.7165433,Graf-Zeppelin-Str. 26,33181,Wünnenberg-Haaren,1
1464,33533,51.74759,8.75893,Hohenloher Weg 9,33102,Paderborn,1
1465,33562,51.663306,7.666714,Brede 4,59368,Werne,1
1466,33581,51.5571,8.13999,Am Silberg 2 - 4,59494,Soest,1
1467,33601,51.202792,7.3991874,Feldmannshaus 6,42477,Radevormwald,1
1468,33621,51.11997,6.914619999999999,Karl-Benz-Str. 4-6,40764,Langenfeld,1
1469,33626,48.6897165,10.9122219,Donauwörther Straße 3-5,86641,Rain,1
1470,33635,51.57053879999999,8.1204267,Ostenhellweg 6,59494,Soest,1
1471,33636,50.34737,11.89831,Thomas-Dachser-Str. 1,95030,Hof,1
1472,33644,47.84721,9.64147,Thomas-Dachser-Str. 100,88255,Baindt,1
1473,33661,49.93116,8.46608,Hans-Böckler-Str. 31,64521,Gross-Gerau,1
1474,33676,53.7181091,12.9092485,Thomas-Dachser-Str. 3,17153,Stavenhagen,1
1475,33679,51.1950718,13.7386943,Thomas-Dachser-Str. 1,01471,Radeburg,1
1476,33684,51.4975653,7.264052599999999,Harpener Hellweg 31,44805,Bochum-Harpen,1
1477,33686,51.2841408,9.5729217,Schwarze Breite 16,34260,Kaufungen,1
1478,33689,48.49245,10.08275,Thomas-Dachser-Str. 1,89129,Langenau,1
1479,33710,53.492181,10.1146064,Hans-Duncker-Str. 12,21035,Hamburg,1
1480,33711,53.33873269999999,9.8383779,Meilsener Str. 12,21244,Buchholz-Steinbeck,1
1481,33712,51.12535,6.958469999999999,Poensgenstr. 5-11,40764,Langenfeld,1
1482,33714,48.70565999999999,9.45281,Heinrich-Otto-Straße 70,73262,Reichenbach,1
1483,33715,48.0859592,8.5924211,Am Steppach 6,78652,Deißlingen,1
1484,33716,48.5129307,11.5797095,Carl-Benz-Str. 3,85301,Schweitenkirchen,1
1485,33717,47.8769508,10.2502274,In der Paint 22,87730,Bad Grönenbach,1
1486,33724,52.41167919999999,9.463626,Adolf-Österheld-Str. 36,31515,Wunstorf,1
1487,33725,53.0420014,8.9757077,David-Ricardo-Str. 12,28832,Achim-Uphusen,1
1488,33727,52.5643551,12.9812772,Kurt-Nagel-Str. 4-6,14641,Wustermark,1
1489,33756,52.2035955,11.6715374,Wörmlitzer Str. 2,39126,Magdeburg,1
1490,33759,52.1471446,9.2993614,Spatzenweg 11,31840,Hessisch-Oldendorf,1
1491,33768,52.45897309999999,13.3973033,Ordensmeisterstr. 30-38,12099,Berlin,1
1492,33788,51.63569,8.5026,Erwitter Str. 24,59590,Geseke,1
1493,33790,50.47232,7.76642,In der Holl 3,56424,Ebernhahn,1
1494,33803,51.6951916,8.7408322,Halberstädter Str. 15 - 19,33106,Paderborn,1
1495,33805,49.17968,9.20088,Wimpfener Str. 125,74078,Heilbronn,1
1496,33815,52.4866063,7.331758600000001,Am Seitenkanal 2-4,49811,Lingen,1
1497,33836,50.8388322,10.6718493,Str. am Hirzberg 40,99887,Georgenthal,1
1498,33844,49.8117333,9.876195599999999,Friedrich-Koenig-Straße 17,97080,Würzburg,1
1499,33860,51.6987,7.779299999999999,Loddenkamp 10 - 12,59075,Hamm,1
1500,33862,48.54128,7.966189999999999,Hitzgutstrasse 8,77767,Appenweier,1
1501,33880,51.83753000000001,8.44469,Varenseller Str. 11 - 15,33397,Rietberg,1
1502,33892,49.36272,6.77295,Alfred-Nobel-Str. 12,66793,Saarwellingen,1
1503,33900,50.8772124,6.187194,Max-Planck-Str. 2-8,52477,Alsdorf,1
1504,33910,47.7583327,8.869102999999999,Carl-Benz-Str. 2,78224,Singen,1
1505,33911,50.80857,6.1578,St. Jobser Str. 51,52146,Würselen,1
1506,33940,47.7692752,9.5959471,Schwanenstraße 94,88214,Ravensburg,1
1507,33946,50.51724,6.23163,Kuhlengasse 15,52156,Monschau,1
1508,33961,53.64369,9.839089999999999,Halstenbeker Weg 98,25462,Rellingen,1
1509,33973,51.7735359,14.3628595,Stadtring 3,03042,Cottbus,1
1510,33995,51.5597268,8.1386591,Am Silberg 23,59494,Soest,1
1511,34012,51.9538689,8.4184599,Ummelnerstr. 52,33334,Gütersloh,1
1512,34037,50.222334,6.971591,Industriegebiet Am Weiher 5,56766,Ulmen,1
1513,34039,50.306917,7.319018,August-Horch-Str. 23,56751,Polch,1
1514,34048,49.1354046,10.0435881,Ludwig-Erhard-Str. 100,74564,Crailsheim,1
1515,34058,49.9575455,8.2557654,Robert-Bosch-Str. 35,55129,Mainz,1
1516,34076,48.43832,10.86093,Einsteinring 8,86368,Gersthofen,1
1517,34085,52.14919,7.5577,Carl-Benz-Str. 25 - 35,48268,Greven,1
1518,34102,50.67596,8.3131071,Auf dem Stützelberg,35745,Herborn,1
1519,34110,51.55925,8.528129999999999,Oberer Westring 7 A,33142,Büren,1
1520,34127,50.43744470000001,7.4948508,Allensteiner Str. 24,56566,Neuwied,1
1521,34143,48.95981,8.346879999999999,Herrenalber Str. 7,76287,Rheinstetten,1
1522,34166,48.6243141,9.4535581,Kirchheimer Str. 175,73265,Dettingen u. Teck,1
1523,34167,52.45147,9.569659999999999,Molkereistr. 35,30826,Garbsen,1
1524,34169,52.37605000000001,13.32107,Osdorfer Ring 5-11,14979,Großbeeren,1
1525,34172,47.9058418,12.6147302,Gewerbestr. 1,83365,Aiging,1
1526,34198,51.5577623,8.0811112,Schloitweg 17,59494,Soest,1
1527,34236,51.259547,7.55422,Gewerbering 34,58579,Schalksmühle,1
1528,34247,47.7163575,8.6592681,Ernst Homberger-Str. 5,8207,Schaffhausen,4
1529,34254,52.322478,10.480207,Hansestr. 47 a/c,38112,Braunschweig,1
1530,34290,49.6941618,6.4670685,Port de Mertert,6688,Mertert,13
1531,34293,50.8382559,8.2914653,Siegener Str. 31,35716,Dietzhöztal-Rittershausen,1
1532,34322,52.4478008,9.7129625,Münchner Str. 23,30855,Langenhagen,1
1533,34331,51.5237736,9.0422139,Mühlenweg 13,34414,Warburg-Rimbeck,1
1534,34342,50.86224,12.4423101,Altenburger Straße 12,04639,Guteborn,1
1535,34356,51.55783779999999,8.133239,Seidenstückerweg 6,59494,Soest,1
1536,34381,50.03402,10.53076,Industriestraße 56,97437,Hassfurt,1
1537,34383,50.9208,6.7222,Josef-Bitschnau-Str. 56,50169,Kerpen,1
1538,34401,51.583422,7.668732500000001,Henry-Everling-Str.,59174,Kamen,1
1539,34404,48.87948,12.6123701,Sachsenring 37,94315,Straubing,1
1540,34431,52.20288180000001,11.6627798,Stegelitzer Str. 1,39126,Magdeburg,1
1541,34436,48.8868835,9.1811589,Kammererstraße 1,71636,Ludwigsburg,1
1542,34465,51.49046000000001,7.97389,Oesterweg 14,59469,Ense-Höingen,1
1543,34475,50.1873805,10.3607606,Kirchplatz 4,97488,Stadtlauringen,1
1544,34486,50.4444999,7.500703,Rudolf-Diesel-Str. 2,56566,Neuwied,1
1545,34492,51.56218029999999,7.901770699999999,Hammer Str. 86,59457,Werl,1
1546,34518,51.4507079,7.3798263,Stockumer Straße 28,58453,Witten,1
1547,34526,50.0530126,9.0439153,Industriegebiet-Süd / B 50,63755,Alzenau,1
1548,34560,48.0480694,12.221474,Molkerei-Bauer-Str. 1-10,83512,Wasserburg am Inn,1
1549,34589,50.8334993,8.772557899999999,Siemensstr. 1,35041,Marburg,1
1550,34594,51.10925020000001,9.5519666,Unter dem Schöneberg 20,34212,Melsungen,1
1551,34621,52.165259,9.0736622,Am Stumpfen Turm 33,31737,Rinteln,1
1552,34625,52.2962624,8.8787637,Wittelsbacher Allee 61,32427,Minden,1
1553,34630,51.146375,7.248175700000001,Albert-Einstein-Str. 7-9,42929,Wermelskirchen,1
1554,34632,50.7446137,8.210038299999999,Lohwiese 1,35708,Haiger,1
1555,34635,50.5697091,9.6774127,Gerloser Weg 72,36039,Fulda,1
1556,34640,50.8638044,9.7097804,Heinrich-von-Stephan-Str. 2a,36251,Bad Hersfeld,1
1557,34646,51.5273347,9.8804985,Am Kaufpark 2A,37079,Göttingen,1
1558,34663,51.28394,9.537189999999999,Otto-Hahn-Str. 25,34253,Lohfelden,1
1559,34674,50.2717222,6.8252736,Vulkanhöhe 1,54552,Dreis-Brück,1
1560,34682,52.2663863,13.5873129,Eichenweg 3,15749,Mittenwalde,1
1561,34692,52.314587,13.2812663,Am Birkengrund Süd,14974,Ludwigsfelde,1
1562,34699,49.3224151,8.4468246,Franz-Kirrmeier-Str. 2-4,67346,Speyer,1
1563,34707,49.01519,12.15511,Äußere Wiener Str. 16,93057,Regensburg,1
1564,34723,51.50189169999999,7.958591699999999,Hauptstraße 24,59469,Ense-Parsit,1
1565,34725,51.68818049999999,8.3434853,Wiedenbrücker Straße 80,59555,Lippstadt,1
1566,34737,52.16948000000001,9.08762,Behrenstraße 44-64,31737,Rinteln,1
1567,34760,51.23396,6.5354201,Linsellesstr. 97,47877,Willich-Schiefbahn,1
1568,34771,49.49400929999999,6.4302541,Auf dem Elm 2,66706,Perl-Borg,1
1569,34773,51.1839429,7.2465478,Hildegardstr. 5,42897,Remscheid,1
1570,34779,51.5014884,8.346199200000001,Walter-Rathenau Ring 9-11,59581,Warstein-Belecke,1
1571,34780,49.70133209999999,10.8694878,Holzäckerstr. 1,91325,Adelsdorf,1
1572,34781,48.6343999,9.2373571,Riedstr. 8-12,72631,Aichtal,1
1573,34782,48.1500688,10.1144595,Illertalstr. 2,89281,Altenstadt,1
1574,34784,53.7165203,10.2964164,Max - Planck - Str. 3,22941,Bargteheide,1
1575,34785,52.4208373,13.3139403,Hildburghauser Str. 244,12207,Berlin,1
1576,34786,52.58300999999999,13.31616,Eichborndamm 141-165,13403,Berlin,1
1577,34788,51.331028,12.5761082,Gebrüder-Helfmann-Strasse 8,04824,Beucha,1
1578,34789,53.4451368,8.797507099999999,Heerstedter Mühlenweg 22,27616,Beverstedt,1
1579,34790,49.92333,7.90918,An den Steinäckern 1,55411,Bingen,1
1580,34791,49.28354,6.788209999999999,Am Bommersbacher Hof 1-5,66359,Bous,1
1581,34794,47.95201,8.52534,Pfohrener Str. 50,78166,Donaueschingen,1
1582,34795,48.0973627,11.9612823,Anzinger Str. 6,85560,Ebersberg/Obb.,1
1583,34796,48.16,11.3275,Holzkirchner Str. 10,82223,Eichenau,1
1584,34803,51.3927098,9.762581599999999,Graseweg 4,34346,Hann.-Münden,1
1585,34804,49.7586819,9.7221334,Würzburger Str. 56,97264,Helmstadt,1
1586,34805,53.29831859999999,7.589133299999999,Wehrden 4,26835,Hesel,1
1587,34808,53.80244,9.64845,Gewerbestr. 10,25358,Horst,1
1588,34809,51.44814,14.22181,Nardter Weg 2,02977,Hoyerswerda,1
1589,34811,53.91672570000001,13.3559889,Anklamer Str. 9,17126,Jarmen,1
1590,34812,49.35769,8.53054,Karlsruher Str. 2,68775,Ketsch,1
1591,34813,51.69597049999999,11.7586036,Gewerbegebiet Nord,06420,Könnern,1
1592,34815,50.158993,9.0430297,Am Seegraben 16,63505,Langenselbold,1
1593,34817,48.27939,7.784119999999999,Rotackerstr. 19 - 51,77972,Mahlberg,1
1594,34818,52.209386,11.5553438,Hintern Hecken 2,39326,Meitzendorf,1
1595,34819,52.2609,13.56445,Zülowstr. 1-4,15749,Mittenwalde,1
1596,34825,49.9805229,8.58103,Hessenring 1,64546,Mörfelden-Walldorf,1
1597,34826,50.45144,7.84043,Am Alten Galgen 21,56410,Montabaur,1
1598,34828,51.44272369999999,6.860864299999999,Burgstr. 37,45476,Mülheim a. d. Ruhr,1
1599,34829,48.9685475,9.2623046,Lehmgrube 5,71711,Murr,1
1600,34834,48.86455,8.237879999999999,Im Wöhr 7-9,76437,Rastatt,1
1601,34836,49.10755349999999,12.1269002,Benzstr. 11,93128,Regenstauf,1
1602,34837,49.24915,11.11724,Gildestraße 17,91154,Roth,1
1603,34839,52.0596398,10.3843756,Porschestr. 10,38259,Salzgitter,1
1604,34840,54.04096999999999,10.65543,Hinrichskrog 1,23684,Scharbeutz-Gleschendorf,1
1605,34844,51.2869277,7.2677437,Saarstraße 25,58332,Schwelm,1
1606,34845,52.61725999999999,13.66322,Kastanienstr. 2+4,16356,Werneuchen,1
1607,34846,53.3397494,10.0431127,Osterberg 11,21220,Seevetal,1
1608,34851,49.97403,6.90604,Röntgenstr. 30,54516,Wittlich,1
1609,34852,53.1667993,12.4509832,Jabeler Chaussee 23,16909,Wittstock,1
1610,34860,51.64177,7.673290000000001,Industriestr. 42,59192,Bergkamen,1
1611,34875,47.7570009,8.8867342,Werner-von-Siemens Straße 6,78224,Singen,1
1612,34891,52.1465914,7.5603575,Carl-Benz-Str. 11-15,48268,Greven,1
1613,34906,53.2791442,9.307381,Industriestr. 27,27404,Zeven,1
1614,34928,54.0741136,12.1647212,Neubrandenburger Straße 33,18055,Rostock,1
