AdressNr;Strasse;PLZ;Ort;Land;latitude;longitude;Kontoname
34436;Kammererstraße 1;71636;Ludwigsburg;Deutschland;48,8868835;9,1811589;Atege GmbH
34465;Oesterweg 14;59469;Ense-Höingen;Deutschland;51,49046;7,97389;F.W. Brökelmann
34475;Kirchplatz 4;97488;Stadtlauringen;Deutschland;50,1873805;10,3607606;Hertterich Transport GmbH
34486;Rudolf-Diesel-Str. 2;56566;Neuwied;Deutschland;50,4444999;7,500703;Lidl GmbH & Co. KG
34492;Hammer Str. 86;59457;Werl;Deutschland;51,56222;7,9017;WIB GmbH
34518;Stockumer Straße 28;58453;Witten;Deutschland;51,4515532;7,37674;Ruhrpumpen GmbH
34526;Industriegebiet-Süd / B 50;63755;Alzenau;Deutschland;50,0530126;9,0439153;Lidl GmbH & Co. KG
34560;Molkerei-Bauer-Str. 1-10;83512;Wasserburg am Inn;Deutschland;48,0480694;12,221474;Privatmolkerei Bauer GmbH & Co. KG
34589;Siemensstr. 1;35041;Marburg;Deutschland;50,8334993;8,7725579;OBI GmbH & Co.KG
34594;Unter dem Schöneberg 20;34212;Melsungen;Deutschland;51,1092502;9,5519666;Edeka Handelsges. Hessenring mbH
34621;Am Stumpfen Turm 33;31737;Rinteln;Deutschland;52,165259;9,0736622;ALDI GmbH & Co. KG
34625;Wittelsbacher Allee 61;32427;Minden;Deutschland;52,2962624;8,8787637;EDEKA Minden-Hannover Logistik-Service GmbH
34630;Albert-Einstein-Str. 7-9;42929;Wermelskirchen;Deutschland;51,146375;7,2481757;OBI Bau- und Heimwerkermärkte
34632;Lohwiese 1;35708;Haiger;Deutschland;50,7446137;8,2100383;Obi GmbH & Co. Deutschland KG
34635;Gerloser Weg 72;36039;Fulda;Deutschland;50,5697091;9,6774127;tegut... Logistik GmbH & Co. KG
34640;Heinrich-von-Stephan-Str. 2a;36251;Bad Hersfeld;Deutschland;50,863952;9,7097521;OBI HEBA Bau- und Heimwerkermart GmbH
34646;Am Kaufpark 2A;37079;Göttingen;Deutschland;51,5273405;9,8805492;OBI GmbH
34663;Otto-Hahn-Str. 25;34253;Lohfelden;Deutschland;51,28394;9,53719;Bruhn GmbH
34674;Vulkanhöhe 1;54552;Dreis-Brück;Deutschland;50,2717222;6,8252736;Ludwig Speditions- und Handelsgesellschaft mbH
34682;Eichenweg 3;15749;Mittenwalde;Deutschland;52,2663863;13,5873129;Raben Logistics Germany GmbH
34692;Am Birkengrund Süd;14974;Ludwigsfelde;Deutschland;52,3122293;13,2762484;Friedrich Schulze
34699;Franz-Kirrmeier-Str. 2-4;67346;Speyer;Deutschland;49,3224151;8,4468246;Lidl GmbH & Co. KG
34707;Äußere Wiener Str. 16;93057;Regensburg;Deutschland;49,01519;12,15511;Horst Pöppel
34723;Hauptstraße 24;59469;Ense-Parsit;Deutschland;51,5018917;7,9585917;Franz Pauli GmbH & Co.KG
34725;Wiedenbrücker Straße 80;59555;Lippstadt;Deutschland;51,6881805;8,3434853;SATRO GmbH
34737;Behrenstraße 44-64;31737;Rinteln;Deutschland;52,16948;9,08762;riha WeserGold Getränke GmbH & Co. KG
34760;Linsellesstr. 97;47877;Willich-Schiefbahn;Deutschland;51,23396;6,5354201;ITC Logistik Gesellschaft mbH
34771;Auf dem Elm 2;66706;Perl-Borg;Deutschland;49,4940093;6,4302541;Fixemer Logistics GmbH
34773;Hildegardstr. 5;42897;Remscheid;Deutschland;51,1839429;7,2465478;August Fischer GmbH & Co. KG
34779;Walter-Rathenau Ring 9-11;59581;Warstein-Belecke;Deutschland;51,5014884;8,3461992;MW Menzel & Woelke GmbH
34780;Holzäckerstr. 1;91325;Adelsdorf;Deutschland;49,7019538;10,8718775;ALDI GmbH & Co. KG
34781;Riedstr. 8-12;72631;Aichtal;Deutschland;48,6344;9,23736;ALDI GmbH & Co. KG
34782;Illertalstr. 2;89281;Altenstadt;Deutschland;48,150989;10,1157755;ALDI GmbH & Co. KG
34784;Max - Planck - Str. 3;22941;Bargteheide;Deutschland;53,7165203;10,2964164;ALDI GmbH & Co. KG
34785;Hildburghauser Str. 244;12207;Berlin;Deutschland;52,4208373;13,3139403;ALDI GmbH & Co. KG
34786;Eichborndamm 141-165;13403;Berlin;Deutschland;52,58301;13,31616;ALDI GmbH & Co. Berlin-Nord KG
34788;Gebrüder-Helfmann-Strasse 8;04824;Beucha;Deutschland;51,331028;12,5761082;ALDI GmbH & Co. Beucha KG
34789;Heerstedter Mühlenweg 22;27616;Beverstedt;Deutschland;53,4451368;8,7975071;ALDI GmbH & Co. KG
34790;An den Steinäckern 1;55411;Bingen;Deutschland;49,92333;7,90918;ALDI GmbH & Co. KG
34791;Am Bommersbacher Hof 1-5;66359;Bous;Deutschland;49,28354;6,78821;ALDI GmbH & Co. KG
34794;Pfohrener Str. 50;78166;Donaueschingen;Deutschland;47,95201;8,52534;ALDI GmbH & Co. KG
34795;Anzinger Str. 6;85560;Ebersberg/Obb.;Deutschland;48,0973627;11,9612823;ALDI GmbH & Co. KG
34796;Holzkirchner Str. 10;82223;Eichenau;Deutschland;48,16;11,3275;ALDI GmbH & Co. KG
34803;Graseweg 4;34346;Hann.-Münden;Deutschland;51,39271;9,76258;ALDI GmbH & Co. KG
34804;Würzburger Str. 56;97264;Helmstadt;Deutschland;49,75871;9,72214;ALDI GmbH & Co. KG
34805;Wehrden 4;26835;Hesel;Deutschland;53,2983186;7,5891333;ALDI GmbH & Co. KG
34808;Gewerbestr. 10;25358;Horst;Deutschland;53,80244;9,64845;ALDI GmbH & Co. KG
34809;Nardter Weg 2;02977;Hoyerswerda;Deutschland;51,44814;14,22181;ALDI GmbH & Co. KG
34811;Anklamer Str. 9;17126;Jarmen;Deutschland;53,9167171;13,354791;ALDI GmbH & Co. KG
34812;Karlsruher Str. 2;68775;Ketsch;Deutschland;49,35769;8,53054;ALDI GmbH & Co. KG
34813;Gewerbegebiet Nord;06420;Könnern;Deutschland;51,6925511;11,7701045;ALDI GmbH & Co. KG
34815;Am Seegraben 16;63505;Langenselbold;Deutschland;50,15903;9,04314;ALDI GmbH & Co. KG
34817;Rotackerstr. 19 - 51;77972;Mahlberg;Deutschland;48,27939;7,78412;ALDI GmbH & Co. KG
34818;Hintern Hecken 2;39326;Meitzendorf;Deutschland;52,2090391;11,5554576;ALDI GmbH & Co. KG
34819;Zülowstr. 1-4;15749;Mittenwalde;Deutschland;52,2609;13,56445;ALDI GmbH & Co. KG
34825;Hessenring 1;64546;Mörfelden-Walldorf;Deutschland;49,9805229;8,58103;ALDI GmbH & Co. KG
34826;Am Alten Galgen 21;56410;Montabaur;Deutschland;50,45144;7,84043;ALDI GmbH & Co. KG
34828;Burgstr. 37;45476;Mülheim a. d. Ruhr;Deutschland;51,4416874;6,8602121;ALDI GmbH & Co. KG
34829;Lehmgrube 5;71711;Murr;Deutschland;48,9685475;9,2623046;ALDI GmbH & Co. KG
34834;Im Wöhr 7-9;76437;Rastatt;Deutschland;48,86455;8,23788;ALDI GmbH & Co. KG
34836;Benzstr. 11;93128;Regenstauf;Deutschland;49,1075535;12,1269002;ALDI GmbH & Co. KG
34837;Gildestraße 17;91154;Roth;Deutschland;49,24915;11,11724;ALDI GmbH & Co. KG
34839;Porschestr. 10;38259;Salzgitter;Deutschland;52,0595331;10,3847548;ALDI GmbH & Co. KG
34840;Hinrichskrog 1;23684;Scharbeutz-Gleschendorf;Deutschland;54,04097;10,65543;ALDI GmbH & Co. KG
34844;Saarstraße 25;58332;Schwelm;Deutschland;51,2869277;7,2677437;ALDI GmbH & Co. KG
34845;Kastanienstr. 2+4;16356;Werneuchen;Deutschland;52,61726;13,66322;ALDI GmbH & Co. KG
34846;Osterberg 11;21220;Seevetal;Deutschland;53,3397494;10,0431127;ALDI GmbH & Co. KG
34851;Röntgenstr. 30;54516;Wittlich;Deutschland;49,97403;6,90604;ALDI GmbH & Co. KG
34852;Jabeler Chaussee 23;16909;Wittstock;Deutschland;53,1667993;12,4509832;ALDI GmbH & Co. KG
34860;Industriestr. 42;59192;Bergkamen;Deutschland;51,64177;7,67329;MR Hometextile GmbH
34875;Werner-von-Siemens Straße 6;78224;Singen;Deutschland;47,7570009;8,8867342;Dold GmbH & Co. KG
34891;Carl-Benz-Str. 11-15;48268;Greven;Deutschland;52,1466;7,56035;GREIWING logistics for you GmbH
34906;Industriestr. 27;27404;Zeven;Deutschland;53,2791442;9,307381;DMK Deutsches Milchkontor GmbH
34928;Neubrandenburger Straße 33;18055;Rostock;Deutschland;54,0741136;12,1647212;Küstenland Molkerei
34930;Globusallee;55411;Bingen;Deutschland;49,9632424;7,9502748;Globus Logistik GmbH & Co. KG
34965;Steinhecke 1;88529;Zwiefalten-Gauingen;Deutschland;48,23612;9,43499;Geiselhart Logistics GmbH
34968;Kirchofstraße 18;47877;Willich;Deutschland;51,2608122;6,5075709;Heyer GmbH
34969;Gadelander Straße 120;24539;Neumünster;Deutschland;54,0508855;9,9914054;Edeka Handelsgesellschaft Nord mbH
34974;Am Schleusenkanal 42;21502;Geesthacht;Deutschland;53,43568;10,33082;Offergeld Logistik GmbH & Co. oHG
34977;Im Winkel 18;58739;Wickede;Deutschland;51,4980561;7,8786402;Finkendei Metallverarbeitung GmbH
34989;Hengelder 44;6942;AL Didam;Niederlande;51,9275329;6,101777;Dachser Transport B.V.
34996;Robert-Bosch-Str. 40;50769;Köln;Deutschland;51,0383996;6,9198864;Rewe Markt GmbH
35020;August-Brötje-Str. 17;26180;Rastede;Deutschland;53,2454649;8,188311;August Brötje GmbH
35038;Otto-Hahn-Straße 14;64579;Gernsheim;Deutschland;49,7648772;8,4878399;Frischdienst-Zentrale Süd
35041;Belecker Landstraße 107;59581;Warstein;Deutschland;51,47144;8,33977;Esser Werke GmbH &. Co. KG
35049;Warendorfer Str. 21;59075;Hamm;Deutschland;51,6983189;7,7773759;Hesse GmbH & Co.
35060;Bamenohler Straße 244;57413;Finnentrop;Deutschland;51,17245;7,96561;Metten Fleischwaren Gmbh & Co.KG
35068;Ohlendorffstr. 29;47809;Krefeld;Deutschland;51,33712;6,6714;Compo GmbH
35088;Rönkhauser Straße 9;59757;Arnsberg;Deutschland;51,40524;7,99268;Julius Cronenberg GmbH
35118;An der Zuckerfabrik 1;29525;Uelzen;Deutschland;52,9752299;10,5574077;Nordzucker AG
35129;Herrmannstr. 51-57;32423;Minden;Deutschland;52,297424;8,9241468;WAGO Kontakttechnik GmbH & Co. KG
35166;Albert-Einstein-Ring 4;22761;Hamburg;Deutschland;53,5748961;9,8890012;Danzas Logistics GmbH
35179;Edekastraße 1;72336;Balingen;Deutschland;48,2551094;8,8507596;Edeka Handelsgesellschaft Südwest mbH
35245;Gohfelder Str. 38;32584;Löhne;Deutschland;52,21385;8,76309;Lusit-Betonelemente
35257;Steinheilstr. 17-19;85053;Ingolstadt;Deutschland;48,74013;11,47012;Rudolph Spedition und Logistik GmbH
35258;Vierlander Str. 1;21502;Geesthacht;Deutschland;53,43542;10,3276901;Dettendorfer Spedition GmbH
35278;Industriestr. 16;28844;Weyhe;Deutschland;53,0209086;8,8728356;ALDI GmbH & Co. KG
35340;Runtestraße 33;59457;Werl;Deutschland;51,563692;7,895404;Gebhardt-Stahl GmbH
35362;Neufelser Straße 33;74653;Künzelsau-Kemmeten;Deutschland;49,25971;9,65594;Heinrich Hamprecht
35396;Dr. Ernst Spies Allee 1;56841;Traben Trarbach;Deutschland;49,95496;7,10614;Rhenus Schon GmbH & Co. KG
35410;Österholzstraße 12;99428;Nohra;Deutschland;50,96238;11,25474;ALDI GmbH & Co. KG Weimar
35423;Ludwig-Erhard-Str. 34;28197;Bremen;Deutschland;53,09149;8,70011;Rautenhaus Spedition
35447;Westerstraße 22-24;25336;Elmshorn;Deutschland;53,7495137;9,6531273;Peter Kölln GmbH & Co. KGaA
35469;An der Hohen Straße 6;64584;Biebesheim;Deutschland;49,78708;8,47422;Hofmann
35484;Max-Planck-Str. 68;72766;Reutlingen;Deutschland;48,5094925;9,2210708;Betz International GmbH
35488;Friesenheimer Str. 2 - 4;68169;Mannheim;Deutschland;49,5086962;8,4495534;ABX Logistics GmbH
35507;Europastraße 1;31275;Lehrte;Deutschland;52,3837186;9,9540076;Hellmann Worldwide Logistics
35508;Uedemer Str. 1 - 7;47546;Kalkar;Deutschland;51,70949;6,33907;Friesland Foods Deutschland
35515;Harderhook 15;46395;Bocholt;Deutschland;51,80937;6,56028;Sinnack Backspezialitäten GmbH & Co. KG
35521;Kapellenstr. 20;86447;Todtenweis;Deutschland;48,51803;10,91221;Carl Durach GmbH & Co.KG
35530;Im Astenfeld 7;4490;Sankt Florian;Österreich;48,2246096;14,397132;Nagel Austria GmbH
35532;Am Klärwerk 2;06188;Landsberg;Deutschland;51,5345071;12,1592233;W & H Paletten
35542;Altenwerder Hauptstraße 6;21129;Hamburg;Deutschland;53,50503;9,92501;Spedition Mickeleit GmbH & Co. KG
35543;Am Luftschacht;45307;Essen;Deutschland;51,4606953;7,0673145;ALDI GmbH & Co. KG
35549;Gelsenkirchener Str. 10;46325;Borken;Deutschland;51,84827;6,87115;Vesuvius GmbH
35559;Gottlieb-Daimier-Str. 12;78224;Singen/Hohentwiel;Deutschland;47,75491;8,8814;Transco Süd GmbH
35568;Westenholzer Str. 59;29693;Hodenhagen;Deutschland;51,7595651;8,512588;Hartung
35579;Michelswiese 9;55743;Idar-Oberstein;Deutschland;49,7168607;7,3653196;Gebrüder Schmidt KG
35596;Emscher-Lippe-Str. 6;45711;Datteln;Deutschland;51,6379066;7,3381242;ALDI GmbH & Co. KG
35605;Max-Planck-Str. 28;27283;Verden/Aller;Deutschland;52,91274;9,26763;Logistik-Zentrum Verden GmbH
35610;Triebweg 5;97906;Faulbach;Deutschland;49,7844228;9,448291;Vellmann GmbH
35631;Hohewardstr. 345 - 349;45699;Herten;Deutschland;51,55379;7,15728;ALDI GmbH & Co. KG
35639;Hühndorfer Höhe 4;01723;Wilsdruff;Deutschland;51,059;13,5462799;ALDI GmbH & Co. KG
35653;Zeppelinstraße 3 - 5;85375;Neufahrn;Deutschland;48,31524;11,65051;Schenker Deutschland AG
35664;Nobelstr. 34;12057;Berlin;Deutschland;52,4607923;13,4654998;Müller-Zeiner
35682;Landsberger Straße 20;04736;Waldheim;Deutschland;51,0787761;12,9875438;WSG Waldheimer Speditionsges. mbH & Co. KG
35722;Ebendorfer Chaussee 70;39128;Magdeburg;Deutschland;52,1688305;11,611555;Milchhof Magdeburg GmbH
35724;Gottwaldstraße 21;45525;Hattingen;Deutschland;51,39962;7,1679201;Vulkan Strahltechnik GmbH
35740;Laiblingerweg 3-7;71701;Schwieberdingen;Deutschland;48,8840847;9,0801386;Große-Vehne Speditions GmbH
35741;Stettenwinkel 2;78183;Hüfingen;Deutschland;47,9269578;8,4768269;Lidl GmbH & Co. KG
35750;Springstr. 16;59494;Soest;Deutschland;51,53836;8,05728;Karl Müller Logistik GmbH & Co.KG
35769;Robert-Bosch-Str. 2;48268;Greven;Deutschland;52,14184;7,551;GEFCO Deutschland GmbH
35770;Draisstr. 25c;76461;Muggensturm;Deutschland;48,88267;8,27929;Hartmann Spedition & Logistik AG
35789;Langendorfer Str. 23;06667;Weißenfels;Deutschland;51,1954531;11,9667018;MEG Mitteldeutsche
35807;Rue Mitoyenne 905;4840;Welkenraedt;Belgien;50,6525796;5,9957244;Rogister Logistik S.A
35816;Up'n Nienesch 4;48268;Greven;Deutschland;52,1105;7,60913;Mußmann Logistic GmbH
35820;Steineshoffweg 2;45479;Mülheim an der Ruhr;Deutschland;51,43131;6,86553;LoS Lagergesellschaft mbH &
35834;Hansastraße 6 - 8;41460;Neuss;Deutschland;51,2026;6,6994;Georg Plange KG
35837;Halberstädter Straße 77;33106;Paderborn;Deutschland;51,6842801;8,7403398;Hartmann GmbH & Co. KG
35886;Carl-Benz-Str. 9;29614;Soltau;Deutschland;52,9782;9,85437;Möhlmann Transporte GmbH
35897;Stellenbachstraße 49 - 51;44536;Lünen;Deutschland;51,6061377;7,459459;TAROX Aktiengesellschaft
35902;ul. Wieruszowska 30;63-522;Kraszewice;Polen;51,509046;18,224532;PALETEX
35903;Molsdorfer Lindenweg 1;99192;Neudietendorf;Deutschland;50,89935;10,92676;REWE Markt GmbH
35908;Digitalstr. 10;15366;Dahlwitz-Hoppegarten;Deutschland;52,50669;13,64166;BRB Logistik GmbH
35909;Hohefeldstr. 30;46284;Dorsten;Deutschland;51,6714897;6,9675667;Dr. Duesberg medical GmbH
35914;Hettlicher Masch 7;49084;Osnabrück;Deutschland;52,25934;8,09293;Adolf Meyer & Josef Meyer
35918;Ringstr. 46;50996;Köln (Rodenkirchen);Deutschland;50,8864265;6,9937818;Deventer Logistik GmbH & Co. KG
35926;Hauptstraße 71;88161;Lindenberg;Deutschland;47,5998575;9,8851485;Bayernland eG Lindenberg
35940;An der L 437;67578;Gimbsheim;Deutschland;49,7698064;8,3805874;METRO LOGISTICS Germany GmbH
35941;Rudolf-Diesel-Straße 2;14974;Ludwigsfelde;Deutschland;52,3261848;13,2678197;Gübau Spedition GmbH
35972;Westerwieher Straße 164;33397;Rietberg;Deutschland;51,8139967;8,4553065;Bernhard Eusterbrock GmbH
35986;Osdorfer Ring 21;14979;Großbeeren;Deutschland;52,3788007;13,3188093;ALDI GmbH & Co. KG
35987;Daßlitzer Kreuz 19;07957;Langenwetzendorf;Deutschland;50,68686;12,12894;ALDI GmbH & Co. KG
36004;Ruhrorter Str. 9;68219;Mannheim;Deutschland;49,4231474;8,518655;Schenker Deutschland AG
36045;Alfred-Ritter-Str.;71111;Waldenbuch;Deutschland;48,6400915;9,1202634;Ritter Sport
36086;Kesslerweg 2;48155;Münster;Deutschland;51,92331;7,64903;Getränke Richard GmbH
36109;Hermann-Muth-Str. 4;36039;Fulda;Deutschland;50,56835;9,68006;Friedrich Zufall GmbH & Co. KG
36125;Halskestr. 63;22113;Hamburg;Deutschland;53,51704;10,09058;KG Bursped Speditions- GmbH & Co.
36133;Hauptstr. 26;63856;Bessenbach;Deutschland;49,9777719;9,2558383;Otto Sauer Achsenfabrik (SAF)
36156;Riesenfeldstr. 116;80809;München;Deutschland;48,1899485;11,5619518;SIRL Spedition GmbH
36173;Creidlitzer Str. 140;96450;Coburg;Deutschland;50,2248;10,98309;Schenker Deutschland AG
36188;Overhagener Weg 14;59597;Erwitte;Deutschland;51,6286836;8,3367528;NordSüd Speditionsgesellschaft mbH
36190;IZ NÖ-Süd, Str. 1 Objekt 50 A;2355;Wiener Neudorf;Österreich;48,07548;16,331861;Verotrans
36209;Boschstr. 17;59609;Anröchte;Deutschland;51,5698529;8,312598;Peter Ramroth GmbH & Co.KG
36242;Grabbenweg 1;59609;Anröchte;Deutschland;51,57428;8,29431;Natursteinwerk Rinsche GmbH
36249;Dr.-Steinbeißer-Str. 2;83026;Rosenheim;Deutschland;47,84346;12,08729;BTK Befrachtungs- und Transportkontor GmbH
36267;Am Schindberg 10;65474;Bischofheim;Deutschland;49,97709;8,37973;Metro Bischofsheim
36273;Auwanne 19;63791;Karlstein am Main;Deutschland;50,04491;9,03557;Julius Kleemann GmbH & Co. KG
36285;Münsterstr. 31;48351;Everswinkel;Deutschland;51,9270569;7,834558;DMK Deutsches Milchkontor GmbH
36305;Hermann-Bahlsen-Str. 12;30890;Barsinghausen;Deutschland;52,31373;9,46881;Bahlsen GmbH & Co. KG
36323;Im Westerfeld 10;49504;Lotte;Deutschland;52,28521;7,92065;Sostmeier GmbH & Co. KG
36324;Rötelstr. 35;74172;Neckarsulm;Deutschland;49,1714297;9,2233924;Kaufland Logistik VZ GmbH & Co. KG
36334;Hemsack 5;59174;Kamen;Deutschland;51,58225;7,64445;Rapid
36340;Edekastr. 1;68542;Heddesheim;Deutschland;49,508556;8,628569;Edeka Handelsgesellschaft Südwest mbH
36348;Borcher Str. / Tor 8;52072;Aachen;Deutschland;50,8247238;6,0440697;Chocoladefabriken Lindt & Sprüngli GmbH
36368;An den Fischteichen 7;29386;Hankensbüttel;Deutschland;52,7226988;10,6109467;Lorenz Bahlsen Snack-World
36371;Industriering Ost 93;47906;Kempen;Deutschland;51,37811;6,4283;SCM Logistik Deutschland GmbH
36401;Ottostr. 2;50189;Elsdorf;Deutschland;50,9446734;6,5831899;Rotom Deutschland GmbH
36402;An der Zeil 15;96215;Lichtenfels;Deutschland;50,16237;11,06577;Häring Service Company
36414;Beuthener Straße 43;90471;Nürnberg;Deutschland;49,4240071;11,1413269;TTS Global Logistics GmbH
36418;Robert-Bosch-Str. 5;74547;Untermünkheim-Kupfer;Deutschland;49,1779;9,70712;Ilzhöfer Paletten-Service GmbH
36419;Max-Eyth-Str. 10;59581;Warstein;Deutschland;51,49877;8,34668;HL PowderCoating GmbH
36422;Ferdinand-Clasen-Str. 1;41812;Erkelenz;Deutschland;51,0803123;6,3329951;Ilzhöfer Palettenservice GmbH
36427;Carl-Zeiss-Str. 7;59077;Hamm;Deutschland;51,6454;7,7886703;Stahlhammer Bommern GmbH
36436;Unterer Auenweg 1;88299;Leutkirch/Allgäu;Deutschland;47,83715;10,00866;Spedition Riedle GmbH & Co. KG
36446;Fischerweg 10;4063;Hörsching;Österreich;48,2024149;14,1593368;F&B-Cargo Spedition GmbH&Co.KG
36450;Indu. Am Kalkofen 100;59581;Warstein-Allagen;Deutschland;53,4602872;12,2739696;Walter Mester GmbH & Co. KG
36458;Haldenstr. 7;70376;Stuttgart;Deutschland;48,8086066;9,2062972;Mahle Ventiltrieb Bra. GmbH
36469;Colsmanstr. 25;88009;Friedrichshafen;Deutschland;47,6608418;9,4737345;Fischer GmbH
36489;Benzstr.6;32108;Bad Salzuflen;Deutschland;52,05579;8,75442;Ninkaplast GmbH
36497;Industriestr. 11;92431;Neunburg vorm Wald;Deutschland;49,3379689;12,4007895;The Lorenz Bahlsen Snack-World
36502;Kemptener Str. 17;88178;Heimenkirch;Deutschland;47,6283;9,9059701;Hochland Deutschland GmbH
36514;Westerhaar 38;58739;Wickede-Ruhr;Deutschland;51,506448;7,8682496;Weber Verpackungen GmbH & Co. KG
36523;Rotterdamer Str. 32;90451;Nürnberg;Deutschland;49,399466;11,065973;Spedition Rhenus
36556;Klaus-Lamberti-Weg 9;58566;Kierspe;Deutschland;51,17801;7,58465;Tara GmbH
36589;Ochsenweg 38;24941;Flensburg;Deutschland;54,7579315;9,399941;Neufra Speditions GmbH
36593;Dr.-Ludwig-Kayser-Str. 1;94447;Plattling;Deutschland;48,79058;12,88699;Südzucker AG
36597;An der Birkenpfuhlheide 2;15837;Baruth/Mark;Deutschland;52,06577;13,5119601;Brandenburger Urstromquelle GmbH
36652;Egerländerstr.1;92318;Neumarkt;Deutschland;49,28001;11,46768;Otto Richter KG
36659;Bendorfer Str. 59;56566;Neuwied;Deutschland;50,4234617;7,554844;Scheidweiler GmbH
36729;Am Bahnhof 6 / OT Wernshausen;98574;Schmalkalden;Deutschland;50,7252293;10,3562121;STS Transport Service
36733;Pferdebahnstr. 40;45141;Essen;Deutschland;51,46563;6,99386;METRO LOGISTICS Germany GmbH
36735;Gutenbergstraße 27;47443;Moers;Deutschland;51,4768132;6,6563547;Rinnen GmbH & Co. KG
36736;Landshuter Straße 100;84137;Vilsbiburg;Deutschland;48,4559082;12,3397065;Lisa Dräxlmaier GmbH
36749;Im Stocket 7;81249;München;Deutschland;48,1801719;11,4247664;Michael Hintermeyer GmbH
36782;Westerwaldstr. 2a;56410;Montabauer;Deutschland;50,43069;7,80082;Team Logistik GmbH & Co. KG
36783;Im Rot 1;77880;Sasbach;Deutschland;48,64962;8,08083;Martin Spedition GmbH & Co. KG
36867;Am Ostkai 15;70327;Stuttgart;Deutschland;48,7692244;9,2591159;Panopa Logistik GmbH
36873;Am Teinkamp 7;31157;Sarstedt;Deutschland;52,2469865;9,8519033;METRO LOGISTICS Germany GmbH
36884;Boschstr. 3;63843;Niedernberg;Deutschland;49,9166993;9,1241063;Häcker Spedition GmbH
36899;Industriestr. 17;26188;Edewecht;Deutschland;53,11568;7,99103;DMK Deutsches Milchkontor GmbH
36903;Schusterring 18a;25355;Barmstedt;Deutschland;53,7867847;9,7895138;EURODUNA Food Ingredients GmbH
36944;Dieselstr. 8;48361;Beelen;Deutschland;51,92997;8,09489;Dingwerth Logistik GmbH
36957;Am Heisterbusch 14;19246;Valluhn;Deutschland;53,5092184;10,8410873;Offergeld Logistik GmbH & Co. oHG
36964;Breitscheider Weg 117;40885;Ratingen;Deutschland;51,34747;6,84011;Inntralog GmbH
36983;Halskestr. 38;22113;Hamburg;Deutschland;53,5224543;10,0788398;OTG Oberer Transport GmbH
36985;Gewerbegebietsstr. 7-10;54552;Mehren;Deutschland;50,16391;6,88096;Spedition Müller GmbH
36987;Molkereistraße 5;92521;Schwarzenfeld;Deutschland;49,3917541;12,1219208;E.B.M. Euro Bavaria Mopro Vertriebs GmbH
37002;Am Bahnhof 4;49393;Lohne;Deutschland;52,6641222;8,2294194;Kolbeck Logistics GmbH
37023;Arnoldstr. 62;47906;Kempen;Deutschland;51,3707044;6,4302481;Griesson
37024;Willinghepper Str.13;59494;Soest/Westf.;Deutschland;51,61605;8,11653;Severin
37047;Anton-Böhlen Straße 13;34414;Warburg;Deutschland;51,49915;9,15593;Präzisions-Rührer GmbH
37074;Industriestraße 13-19;59320;Ennigerloh;Deutschland;51,8516217;8,0259842;GEBA GmbH & Co. KG
37093;Handelsstr. 5;42929;Wermelskirchen;Deutschland;51,1433;7,23995;Suer Nutzfahrtechnik GmbH & Co. KG
37161;Rober-Bosch-Str. 1;88214;Ravensburg;Deutschland;47,7702888;9,6015286;Ravensburger Spieleverlag GmbH
37193;Wasserweg 21;64521;Gross - Gerau;Deutschland;49,92591;8,49348;Heinrich Dehn-Internationale Spedition GmbH
37222;Kupfmühler Str. 14;93047;Regensburg;Deutschland;49,0121;12,08757;Schenker-BTL (D) AG
37232;Heidestraße 441;06849;Dessau;Deutschland;51,78989;12,23863;Friedrich Schulze
37237;Overweg 15;59494;Soest;Deutschland;51,55686;8,14147;Zollern Aluminium-Feinguss
37245;Mitterweg 7;83404;Ainring;Deutschland;47,8171159;12,9462342;Dusch GmbH
37247;Hankerfeld 4;59602;Rüthen;Deutschland;51,4846766;8,4457729;Josef Henneböhl Behälterbau
37255;Am Eckenbach 10-14;57439;Attendorn;Deutschland;51,1206831;7,8896171;Kirchhoff
37271;Keltenstraße 3;85290;Geisenfeld;Deutschland;48,7397;11,63273;Kaufland Logistik VZ GmbH & Co. KG
37294;Hoeschstr. 10;46284;Dorsten;Deutschland;51,67521;6,99717;delog HUETTEMANN GmbH & Co. KG
37300;Weusterstr. 4;46240;Bottrop;Deutschland;51,5438662;6,9752262;Netto Marken-Discount AG & Co. KG
37301;Hafenstraße 44;67547;Worms;Deutschland;49,65105;8,36865;Massoth e. K.
37303;Waldstraße 1;99706;Sondershausen;Deutschland;51,3563975;10,9027639;WAGO Kontakttechnik GmbH & Co. KG
37316;Weißer Stein 8-10;49451;Holdorf;Deutschland;52,5739357;8,1409824;Wellmann Speditions & Lager
37390;Bahnhofstr. 1;15938;Golßen;Deutschland;51,97222;13,5979;Obst- und Gemüseverarbeitung
37431;Clemens-Winkler-Str. 2;09116;Chemnitz;Deutschland;50,8128348;12,8633319;Siemens AG
37460;Berliner Straße 8;16727;Velten;Deutschland;52,6747272;13,1925068;Rhenus AG & Co. KG
37469;Auf Herdenen 24;78052;VS-Villingen;Deutschland;48,07935;8,50768;Otto Bächle GmbH
37475;Igels Sand 10;49565;Bramsche;Deutschland;52,40572;8,06566;Berghegger Internationale Spedition GmbH
37479;Altenbekener Str. 2;31008;Elze - Mehle;Deutschland;52,1076754;9,6914446;Elzer Backwaren GmbH
